qua_id,vel_id,niveau_certification,date_visite,url_rapport,date_created,date_updated,source,freshness
561652d7-4a91-4e25-b285-4da4dca9e2d2,f95f0759-3309-417b-a944-c5d65a2895bb,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
561652d7-4a91-4e25-b285-4da4dca9e2d2,fa4e47f9-ff9a-4ab0-93f6-8f2e7deff110,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
7f149a0b-538d-45db-b051-fa4d24c760bb,4251724e-3c75-4027-8282-01d6d95df88d,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
7f149a0b-538d-45db-b051-fa4d24c760bb,13511b63-d145-4369-b4b4-b3ca97d4860f,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
706250ec-ee8a-485b-8b20-fdea96565c11,7d70e70c-b5d5-4fa9-926d-7ab7f583ac77,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
706250ec-ee8a-485b-8b20-fdea96565c11,d87e943d-396c-4242-af7f-4a9fc2aa5064,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b65b148f-70bb-4f9b-afb7-ec8a4ef7b98c,b5c72031-0ccb-4df1-95c7-3851f080ade9,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b65b148f-70bb-4f9b-afb7-ec8a4ef7b98c,9176a087-a450-4b6e-be91-1a60a8afdbb9,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
ecb67181-b978-4e5b-9c4b-f8da45a018ad,5f507c3b-b512-405a-b8f6-c05b2e1018db,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
ecb67181-b978-4e5b-9c4b-f8da45a018ad,b8d92f18-f52d-4e9d-a278-679883f7b233,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
2f69b624-12cb-4e6a-801c-802d2a99ab7f,f6069ad6-0b59-4cc3-ac9f-5a7de7a31482,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
2f69b624-12cb-4e6a-801c-802d2a99ab7f,4f0fd042-a638-4a80-9950-ef132f9d664c,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
4973140d-e6a0-4a04-8585-4cfc68ca57b2,0b4bb61c-1746-42b2-8434-be5310c09664,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
4973140d-e6a0-4a04-8585-4cfc68ca57b2,b702e394-4763-4117-87f6-3974caae2763,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d237eedc-18cd-4faf-9e44-19de183b9f93,e1cb1d69-935a-4109-b1ab-ceec6bd54a89,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d237eedc-18cd-4faf-9e44-19de183b9f93,20deb8f8-12c0-432e-b49c-cbe1c55d2325,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8f84cb10-795f-43b4-89d8-c6608a8819d6,a5d64401-e393-439e-b12f-4690a625d2c4,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8f84cb10-795f-43b4-89d8-c6608a8819d6,fdafbc9f-d6f8-4151-b8aa-ec7b9994e6bf,Certifié,2022-06-15,https://www.has-sante.fr/jcms/c_30007,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
7687fb91-b829-4f3c-ad98-2f14fd3ed6aa,1b3f26e3-bf89-4f1f-832e-f72c21f02f2c,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
7687fb91-b829-4f3c-ad98-2f14fd3ed6aa,4ab36647-7f0f-4c3f-a34e-01de64a0f8d4,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
17497431-b0a0-436f-a5a3-eca1d61cbc4b,276caa65-72c4-487b-bc7d-b766ba2a2dd4,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
17497431-b0a0-436f-a5a3-eca1d61cbc4b,f51c6972-b62a-4072-a134-b1867a74bc2a,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b5de909c-ad1d-4b16-b346-871a450b1bfc,6c5705c9-7e59-4800-a38b-adccd1d5e97d,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b5de909c-ad1d-4b16-b346-871a450b1bfc,c453fc74-c049-44e8-a174-85514afcf4be,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b1eb3f91-9574-4e4d-8cb1-cdd33e2dbed0,1536a2f2-25db-4a54-8acf-5ec7c4ce38dc,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b1eb3f91-9574-4e4d-8cb1-cdd33e2dbed0,415d0749-88bd-47f0-90f8-3fd7d2fa5781,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
13022ae1-a0d4-4734-a85e-2242c4a92a6f,ddd3c546-0780-4005-95b6-0a01a01f71cb,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
13022ae1-a0d4-4734-a85e-2242c4a92a6f,a5644c42-381f-433f-ba9f-c2421765f706,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
19faa1df-bb87-4b8f-8e8d-3e595c09ae1d,3c83f4cd-70ae-437f-ae8e-1bead786390c,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
19faa1df-bb87-4b8f-8e8d-3e595c09ae1d,60ccf61f-1bfb-4bac-ad89-e0e0480b638a,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
ce51ca61-54d7-4aca-8f3d-bd8975813816,f1ccab7a-09e3-4bd5-882f-52b7d814b9cd,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
ce51ca61-54d7-4aca-8f3d-bd8975813816,b3b1f59c-3b75-495f-9120-ecd9e4562168,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
0485c66d-50d4-4283-8bac-8ae976b31b04,3d3e10fa-50d5-4171-9476-83a3a798e512,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
0485c66d-50d4-4283-8bac-8ae976b31b04,b67bc6a3-5ad2-4b60-b5cb-99ab566d7648,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
55ea2ec7-d9b2-4c25-bbef-8e88e5b898a6,d735aeba-92c8-4acb-bfa7-076393f3b7e8,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
55ea2ec7-d9b2-4c25-bbef-8e88e5b898a6,b6679a4a-9a28-4b91-81a1-7650f03f9df9,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
1b762cc0-cf87-4b96-bfc7-d1b781075a03,e7fd480c-4613-45d5-a61f-379ef4adfa52,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
1b762cc0-cf87-4b96-bfc7-d1b781075a03,14bd83c3-f9b4-4af9-b01a-f99fe014c1fd,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
52403c76-ba1f-4cf3-a06f-8852b201afcf,f12e0f5b-6d3b-4543-9d54-c2d5490c6afb,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
52403c76-ba1f-4cf3-a06f-8852b201afcf,5d74e425-35a9-401b-b44e-0dd223fdc4bd,Certifié,2022-07-05,https://www.has-sante.fr/jcms/c_30008,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
19ab30e5-bac4-49c3-9994-927f492400eb,ddc43e5e-12ae-4106-a4e9-bbaca928c114,Certifié,2022-04-28,https://www.has-sante.fr/jcms/c_30009,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
19ab30e5-bac4-49c3-9994-927f492400eb,9f49348c-73b1-4a95-8273-cd4e67265e4f,Certifié,2022-04-28,https://www.has-sante.fr/jcms/c_30009,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
fc9c50c0-2762-475f-a7d6-86f29f786b49,d1d6df55-80a2-4eca-9fbc-510e6f9fbdf2,Certifié avec mention,2024-01-10,https://www.has-sante.fr/jcms/c_30010,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
fc9c50c0-2762-475f-a7d6-86f29f786b49,8bddffb1-c4a7-4f21-9152-865b9fabca52,Certifié avec mention,2024-01-10,https://www.has-sante.fr/jcms/c_30010,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
c9693764-2804-4425-81ec-7f0a18aff05e,85b9a7ca-aa42-4081-a3d9-c9392a08c1e7,Certifié sous conditions,2025-03-12,https://www.has-sante.fr/jcms/c_30011,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
c9693764-2804-4425-81ec-7f0a18aff05e,8d92a315-9b82-4ee8-b712-f1d46533769d,Certifié sous conditions,2025-03-12,https://www.has-sante.fr/jcms/c_30011,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
da3021d3-53b5-491d-b18c-cf45d0a394b1,47f0bfd1-8730-409b-ab02-7b079eceb0c2,Certifié sous conditions,2025-03-12,https://www.has-sante.fr/jcms/c_30011,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
da3021d3-53b5-491d-b18c-cf45d0a394b1,61576b9a-f392-4cae-aa1f-3e0506fbcf21,Certifié sous conditions,2025-03-12,https://www.has-sante.fr/jcms/c_30011,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
66bd4d82-cdfc-491f-85cc-e0d8515cb7aa,dc73d568-942b-4de0-8ccc-f30ce9b90d61,Certifié,2023-06-06,https://www.has-sante.fr/jcms/c_30012,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
66bd4d82-cdfc-491f-85cc-e0d8515cb7aa,32e6ed55-406a-477c-95d0-4151289db937,Certifié,2023-06-06,https://www.has-sante.fr/jcms/c_30012,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d2428fca-cb84-4293-9999-62f2d697e513,215ae4c5-8e68-4989-a149-327a2ccb3440,Certifié,2023-06-06,https://www.has-sante.fr/jcms/c_30012,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d2428fca-cb84-4293-9999-62f2d697e513,4340d4f6-bab4-4b9c-8ffa-48fcc7e4a891,Certifié,2023-06-06,https://www.has-sante.fr/jcms/c_30012,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
dc87c45b-4d82-478d-8429-fa8f413aa274,a70d1b0c-aa4e-4589-ac23-e2c61a62ce76,Certifié avec mention,2024-04-17,https://www.has-sante.fr/jcms/c_30013,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
dc87c45b-4d82-478d-8429-fa8f413aa274,64095018-efdd-4282-8306-ced363239a54,Certifié avec mention,2024-04-17,https://www.has-sante.fr/jcms/c_30013,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
4728faa7-ba33-47a1-90ca-23218b9032a7,c2386b1c-59b3-423b-a72e-4c21976d202b,Certifié avec mention,2022-04-14,https://www.has-sante.fr/jcms/c_30015,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
4728faa7-ba33-47a1-90ca-23218b9032a7,170663ab-47f6-4dd1-bc08-18fb2954967d,Certifié avec mention,2022-04-14,https://www.has-sante.fr/jcms/c_30015,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
2dfb895e-66f1-4a5d-a404-8a44c834ffc7,54255a11-250a-4785-afaa-baa2d313beab,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
2dfb895e-66f1-4a5d-a404-8a44c834ffc7,9aa62288-23ce-449c-bad6-3894d2ba408f,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
877578c6-df3d-42df-a185-d71ca54843c8,8269a973-490e-4f9b-a688-42a2c1fb3d40,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
877578c6-df3d-42df-a185-d71ca54843c8,45775517-8504-40bd-ad1f-73564dfa1f90,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
3b2403e4-dc81-4108-8232-ad65fd88d3c9,1bcc1363-8823-40c9-8006-b279a9b18ce9,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
3b2403e4-dc81-4108-8232-ad65fd88d3c9,a7dab1a9-8852-4c81-8a4c-b5f725c3db6a,Certifié,2023-06-21,https://www.has-sante.fr/jcms/c_30016,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8597bc5c-6b75-477f-bf14-2768f49acc53,bd80124e-d3e8-48c2-999f-471664942b36,Certifié,2025-06-11,https://www.has-sante.fr/jcms/c_30017,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8597bc5c-6b75-477f-bf14-2768f49acc53,fd3c8182-b623-4ef4-8a8b-8994b322b460,Certifié,2025-06-11,https://www.has-sante.fr/jcms/c_30017,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
f10ed48f-9f58-4437-967d-8053fccf1c29,5b50daaf-fa3f-4a25-8acf-b226eb1409f6,Certifié,2025-12-03,https://www.has-sante.fr/jcms/c_30018,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
f10ed48f-9f58-4437-967d-8053fccf1c29,2029b399-5c07-4d92-8208-3824ffdca8fd,Certifié,2025-12-03,https://www.has-sante.fr/jcms/c_30018,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
57ed0be3-cbc9-4be6-baa1-05a1010e8deb,2057c83e-5cfb-4e08-827f-9cbdaded3c0d,Non certifié,2025-06-26,https://www.has-sante.fr/jcms/c_30019,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
57ed0be3-cbc9-4be6-baa1-05a1010e8deb,91e03ae3-8ce8-43f2-8830-63ae1ee02217,Non certifié,2025-06-26,https://www.has-sante.fr/jcms/c_30019,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d5ebcda9-716e-40aa-b948-865f75ec1709,24df7358-572b-4c8a-915e-60fe9202223f,Certifié,2022-07-13,https://www.has-sante.fr/jcms/c_30020,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
d5ebcda9-716e-40aa-b948-865f75ec1709,f1a19f77-1786-4a83-8a43-ac1eadf4e943,Certifié,2022-07-13,https://www.has-sante.fr/jcms/c_30020,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
97fa6a9f-d384-4bbf-9c10-5efe348f4fd4,9492b734-4e13-48ed-96d6-eeafeb3bc04f,Certifié sous conditions,2025-05-14,https://www.has-sante.fr/jcms/c_30021,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
97fa6a9f-d384-4bbf-9c10-5efe348f4fd4,ea225096-ae79-4475-a240-03d45a7abac2,Certifié sous conditions,2025-05-14,https://www.has-sante.fr/jcms/c_30021,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8371c4ae-c749-4ebf-9bb8-02061cb9d443,bd41d8fd-7b81-4399-9cdd-494084178be7,Certifié,2025-07-02,https://www.has-sante.fr/jcms/c_30022,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
8371c4ae-c749-4ebf-9bb8-02061cb9d443,fb76b58e-fd60-4e3b-aee8-8e5d74d35081,Certifié,2025-07-02,https://www.has-sante.fr/jcms/c_30022,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
0693841c-7f44-4dcb-9b5a-a6f9b81408f0,224ad8c8-279b-4b08-be42-4765ddb4e69f,Certifié avec mention,2021-10-26,https://www.has-sante.fr/jcms/c_30023,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
0693841c-7f44-4dcb-9b5a-a6f9b81408f0,43fd9965-24e6-431e-ab10-ab26464eca45,Certifié avec mention,2021-10-26,https://www.has-sante.fr/jcms/c_30023,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
40050c27-3284-45dd-b979-558ec75cdf69,4db18ab8-d3f5-4f24-9f24-943ad07bc70c,Certifié sous conditions,2024-09-04,https://www.has-sante.fr/jcms/c_30024,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
40050c27-3284-45dd-b979-558ec75cdf69,8c766fdf-9057-499c-9995-6bec913bb05a,Certifié sous conditions,2024-09-04,https://www.has-sante.fr/jcms/c_30024,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b9056e46-e866-4688-a08a-fa6aadda8bf2,83bd194c-9fcd-4302-a733-734925f1fccf,Non certifié,2024-09-19,https://www.has-sante.fr/jcms/c_30025,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
b9056e46-e866-4688-a08a-fa6aadda8bf2,cc344411-f37d-4d80-b9a1-60500b139008,Non certifié,2024-09-19,https://www.has-sante.fr/jcms/c_30025,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
07fe16dc-3fd4-4a18-95d6-35b71adf1455,ba27c0fa-6336-44cd-b158-69f6bcc287fa,Non certifié,2024-09-19,https://www.has-sante.fr/jcms/c_30025,2026-01-21 17:11:07.494073,2026-01-21 17:11:07.494298,HAS,Bisannuelle
